service_id;fiscal_yr;program_id;org_id;report_yr;measure_yr;planned_actual;ftes;spending
1019;2021-2022;BWM07;129;2021-2022;2021-2022;actual;20.0;115218653.94
1020;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1020;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1020;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1020;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1020;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1021;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1021;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1021;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1021;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1021;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1022;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1022;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1022;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1022;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1022;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1023;2022-2023;BWM06;129;2022-2023;2022-2023;actual;49.0;715870714.39
1023;2018-2019;BWM06;129;2018-2019;2018-2019;actual;7.0;36902725.77
1023;2019-2020;BWM06;129;2019-2020;2019-2020;actual;59.0;46014538.71
1023;2020-2021;BWM06;129;2020-2021;2020-2021;actual;57.0;43524703.58
1023;2021-2022;BWM06;129;2021-2022;2021-2022;actual;55.0;247621188.05
1024;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1024;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1024;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1024;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1024;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1025;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1025;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1025;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1025;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1025;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1026;2022-2023;BTF01;125;2022-2023;2022-2023;actual;622.0;107685186.36
1026;2018-2019;BTF01;125;2018-2019;2018-2019;actual;446.0;75559144.94
1026;2019-2020;BTF01;125;2019-2020;2019-2020;actual;498.0;103176344.14
1026;2020-2021;BTF01;125;2020-2021;2020-2021;actual;521.0;217921344.75
1026;2021-2022;BTF01;125;2021-2022;2021-2022;actual;629.0;135223230.36
1027;2022-2023;BTF01;125;2022-2023;2022-2023;actual;622.0;107685186.36
1027;2018-2019;BTF01;125;2018-2019;2018-2019;actual;446.0;75559144.94
1027;2019-2020;BTF01;125;2019-2020;2019-2020;actual;498.0;103176344.14
1027;2020-2021;BTF01;125;2020-2021;2020-2021;actual;521.0;217921344.75
1027;2021-2022;BTF01;125;2021-2022;2021-2022;actual;629.0;135223230.36
1028;2022-2023;BTF07;125;2022-2023;2022-2023;actual;794.0;154800087.62
1028;2018-2019;BTF07;125;2018-2019;2018-2019;actual;725.0;116142958.49
1028;2019-2020;BTF07;125;2019-2020;2019-2020;actual;762.0;132829077.9
1028;2020-2021;BTF07;125;2020-2021;2020-2021;actual;768.0;140888027.72
1028;2021-2022;BTF07;125;2021-2022;2021-2022;actual;780.0;155655667.99
1029;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1029;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1029;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1029;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1029;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1030;2022-2023;BTG04;125;2022-2023;2022-2023;actual;333.0;84317537.32
1030;2018-2019;BTG04;125;2018-2019;2018-2019;actual;162.0;27356372.28
1030;2019-2020;BTG04;125;2019-2020;2019-2020;actual;162.0;30542473.55
1030;2020-2021;BTG04;125;2020-2021;2020-2021;actual;172.0;30515331.54
1030;2021-2022;BTG04;125;2021-2022;2021-2022;actual;229.0;48207017.95
1031;2018-2019;BTG01;125;2018-2019;2018-2019;actual;348.0;61056490.26
1031;2019-2020;BTG01;125;2019-2020;2019-2020;actual;446.0;99450595.21
1032;2022-2023;BTF01;125;2022-2023;2022-2023;actual;622.0;107685186.36
1032;2018-2019;BTF01;125;2018-2019;2018-2019;actual;446.0;75559144.94
1032;2019-2020;BTF01;125;2019-2020;2019-2020;actual;498.0;103176344.14
1032;2020-2021;BTF01;125;2020-2021;2020-2021;actual;521.0;217921344.75
1032;2021-2022;BTF01;125;2021-2022;2021-2022;actual;629.0;135223230.36
1033;2022-2023;BTF06;125;2022-2023;2022-2023;actual;224.0;245308449.44
1033;2018-2019;BTF06;125;2018-2019;2018-2019;actual;193.0;170442450.99
1033;2019-2020;BTF06;125;2019-2020;2019-2020;actual;197.0;233589862.14
1033;2020-2021;BTF06;125;2020-2021;2020-2021;actual;190.0;164836999.38
1033;2021-2022;BTF06;125;2021-2022;2021-2022;actual;213.0;151221000.9
1034;2022-2023;BTF06;125;2022-2023;2022-2023;actual;224.0;245308449.44
1034;2018-2019;BTF06;125;2018-2019;2018-2019;actual;193.0;170442450.99
1034;2019-2020;BTF06;125;2019-2020;2019-2020;actual;197.0;233589862.14
1034;2020-2021;BTF06;125;2020-2021;2020-2021;actual;190.0;164836999.38
1034;2021-2022;BTF06;125;2021-2022;2021-2022;actual;213.0;151221000.9
1035;2022-2023;BTG03;125;2022-2023;2022-2023;actual;231.0;56284022.91
1035;2018-2019;BTG03;125;2018-2019;2018-2019;actual;138.0;31928869.92
1035;2019-2020;BTG03;125;2019-2020;2019-2020;actual;160.0;37267846.51
1035;2020-2021;BTG03;125;2020-2021;2020-2021;actual;176.0;42897001.97
1035;2021-2022;BTG03;125;2021-2022;2021-2022;actual;188.0;49176745.01
1036;2022-2023;BTI02;125;2022-2023;2022-2023;actual;337.0;97555823.59
1036;2018-2019;BTI02;125;2018-2019;2018-2019;actual;219.0;58783276.15
1036;2019-2020;BTI02;125;2019-2020;2019-2020;actual;210.0;47284914.55
1036;2020-2021;BTI02;125;2020-2021;2020-2021;actual;229.0;61052925.99
1036;2021-2022;BTI02;125;2021-2022;2021-2022;actual;347.0;91350391.53
1037;2022-2023;BTH01;125;2022-2023;2022-2023;actual;10.0;35338073.58
1037;2018-2019;BTH01;125;2018-2019;2018-2019;actual;7.0;21285184.02
1037;2019-2020;BTH01;125;2019-2020;2019-2020;actual;8.0;24046383.34
1037;2020-2021;BTH01;125;2020-2021;2020-2021;actual;7.0;7923211.36
1037;2021-2022;BTH01;125;2021-2022;2021-2022;actual;9.0;20053418.01
1038;2022-2023;BTH04;125;2022-2023;2022-2023;actual;311.0;39797319.73
1038;2018-2019;BTH04;125;2018-2019;2018-2019;actual;309.0;40316637.14
1038;2019-2020;BTH04;125;2019-2020;2019-2020;actual;298.0;42592702.97
1038;2020-2021;BTH04;125;2020-2021;2020-2021;actual;296.0;41723771.62
1038;2021-2022;BTH04;125;2021-2022;2021-2022;actual;327.0;40668838.02
1039;2022-2023;BTH04;125;2022-2023;2022-2023;actual;311.0;39797319.73
1039;2018-2019;BTH04;125;2018-2019;2018-2019;actual;309.0;40316637.14
1039;2019-2020;BTH04;125;2019-2020;2019-2020;actual;298.0;42592702.97
1039;2020-2021;BTH04;125;2020-2021;2020-2021;actual;296.0;41723771.62
1039;2021-2022;BTH04;125;2021-2022;2021-2022;actual;327.0;40668838.02
1040;2022-2023;BTH04;125;2022-2023;2022-2023;actual;311.0;39797319.73
1040;2018-2019;BTH04;125;2018-2019;2018-2019;actual;309.0;40316637.14
1040;2019-2020;BTH04;125;2019-2020;2019-2020;actual;298.0;42592702.97
1040;2020-2021;BTH04;125;2020-2021;2020-2021;actual;296.0;41723771.62
1040;2021-2022;BTH04;125;2021-2022;2021-2022;actual;327.0;40668838.02
1041;2022-2023;BTI01;125;2022-2023;2022-2023;actual;226.0;69286028.34
1041;2018-2019;BTI01;125;2018-2019;2018-2019;actual;190.0;60721018.28
1041;2019-2020;BTI01;125;2019-2020;2019-2020;actual;206.0;68403245.5
1041;2020-2021;BTI01;125;2020-2021;2020-2021;actual;231.0;59257490.89
1041;2021-2022;BTI01;125;2021-2022;2021-2022;actual;239.0;53629224.95
1042;2022-2023;BWB01;282;2022-2023;2022-2023;actual;66.0;8921594.9
1042;2018-2019;BWB01;282;2018-2019;2018-2019;actual;87.2;10870883.45
1042;2018-2019;BWB02;282;2018-2019;2018-2019;actual;329.3;30351118.53
1042;2019-2020;BWB01;282;2019-2020;2019-2020;actual;101.0;12328205.59
1042;2020-2021;BWB01;282;2020-2021;2020-2021;actual;87.0;11149797.18
1042;2021-2022;BWB01;282;2021-2022;2021-2022;actual;67.0;9337035.37
1043;2022-2023;BTI01;125;2022-2023;2022-2023;actual;226.0;69286028.34
1043;2018-2019;BTI01;125;2018-2019;2018-2019;actual;190.0;60721018.28
1043;2019-2020;BTI01;125;2019-2020;2019-2020;actual;206.0;68403245.5
1043;2020-2021;BTI01;125;2020-2021;2020-2021;actual;231.0;59257490.89
1043;2021-2022;BTI01;125;2021-2022;2021-2022;actual;239.0;53629224.95
1044;2022-2023;BTH04;125;2022-2023;2022-2023;actual;311.0;39797319.73
1044;2018-2019;BTH04;125;2018-2019;2018-2019;actual;309.0;40316637.14
1044;2019-2020;BTH04;125;2019-2020;2019-2020;actual;298.0;42592702.97
1044;2020-2021;BTH04;125;2020-2021;2020-2021;actual;296.0;41723771.62
1044;2021-2022;BTH04;125;2021-2022;2021-2022;actual;327.0;40668838.02
1045;2022-2023;BTH03;125;2022-2023;2022-2023;actual;45.0;9139280.21
1045;2018-2019;BTH03;125;2018-2019;2018-2019;actual;27.0;4421421.63
1045;2019-2020;BTH03;125;2019-2020;2019-2020;actual;24.0;5887581.0
1045;2020-2021;BTH03;125;2020-2021;2020-2021;actual;23.0;8528837.0
1045;2021-2022;BTH03;125;2021-2022;2021-2022;actual;38.0;7170384.65
1046;2022-2023;BNV01;313;2022-2023;2022-2023;actual;1647.0;169304361.89
1046;2018-2019;BNV01;313;2018-2019;2018-2019;actual;1469.0;139486758.01
1046;2019-2020;BNV01;313;2019-2020;2019-2020;actual;1296.0;130752821.54
1046;2020-2021;BNV01;313;2020-2021;2020-2021;actual;1296.0;126630842.31
1046;2021-2022;BNV01;313;2021-2022;2021-2022;actual;1466.0;148723023.64
1047;2022-2023;BNV01;313;2022-2023;2022-2023;actual;1647.0;169304361.89
1047;2018-2019;BNV01;313;2018-2019;2018-2019;actual;1469.0;139486758.01
1047;2019-2020;BNV01;313;2019-2020;2019-2020;actual;1296.0;130752821.54
1047;2020-2021;BNV01;313;2020-2021;2020-2021;actual;1296.0;126630842.31
1047;2021-2022;BNV01;313;2021-2022;2021-2022;actual;1466.0;148723023.64
1048;2022-2023;BVT02;135;2022-2023;2022-2023;actual;83.0;150280919.33
1048;2018-2019;BVT02;135;2018-2019;2018-2019;actual;29.0;13816768.39
1048;2019-2020;BVT02;135;2019-2020;2019-2020;actual;35.0;7974495.09
1048;2020-2021;BVT02;135;2020-2021;2020-2021;actual;44.0;9647337.61
1048;2021-2022;BVT02;135;2021-2022;2021-2022;actual;55.0;36893651.58
1050;2022-2023;ISS02;133;2022-2023;2022-2023;actual;232.0;30788231.37
1050;2018-2019;BUP10;133;2018-2019;2018-2019;actual;246.0;240137483.57
1050;2019-2020;BUP10;133;2019-2020;2019-2020;actual;319.0;254354088.47
1050;2020-2021;ISS02;133;2020-2021;2020-2021;actual;220.0;35748282.77
1050;2021-2022;ISS02;133;2021-2022;2021-2022;actual;223.0;30500893.17
1051;2018-2019;BUP07;133;2018-2019;2018-2019;actual;62.0;8549580.94
1052;2018-2019;ISS01;133;2018-2019;2018-2019;actual;786.0;114109236.89
1052;2019-2020;ISS01;133;2019-2020;2019-2020;actual;851.0;136614768.39
1052;2020-2021;ISS01;133;2020-2021;2020-2021;actual;1054.0;158738489.23
1053;2018-2019;BUR05;133;2018-2019;2018-2019;actual;978.0;115243619.46
1053;2019-2020;BUR05;133;2019-2020;2019-2020;actual;972.0;119321079.33
1054;2022-2023;ISS0Z;133;2022-2023;2022-2023;actual;174.0;18410580.73
1054;2018-2019;BUR05;133;2018-2019;2018-2019;actual;978.0;115243619.46
1054;2019-2020;BUR05;133;2019-2020;2019-2020;actual;972.0;119321079.33
1054;2020-2021;ISS0Z;133;2020-2021;2020-2021;actual;167.0;17940432.64
1054;2021-2022;ISS0Z;133;2021-2022;2021-2022;actual;172.0;17945750.29
1055;2022-2023;BVH01;127;2022-2023;2022-2023;actual;1330.0;93731420.43
1055;2022-2023;BVH02;127;2022-2023;2022-2023;actual;591.0;59569736.24
1055;2022-2023;BVH03;127;2022-2023;2022-2023;actual;436.0;27614119.24
1055;2018-2019;BVH01;127;2018-2019;2018-2019;actual;1029.0;85905971.28
1055;2018-2019;BVH02;127;2018-2019;2018-2019;actual;522.0;53014270.84
1055;2018-2019;BVH03;127;2018-2019;2018-2019;actual;283.0;17960244.68
1055;2019-2020;BVH01;127;2019-2020;2019-2020;actual;1154.0;174257404.64
1055;2019-2020;BVH02;127;2019-2020;2019-2020;actual;565.0;59158147.68
1055;2019-2020;BVH03;127;2019-2020;2019-2020;actual;352.0;23345837.65
1055;2020-2021;BVH01;127;2020-2021;2020-2021;actual;1223.3;96684732.11
1055;2020-2021;BVH02;127;2020-2021;2020-2021;actual;566.2;57213228.58
1055;2020-2021;BVH03;127;2020-2021;2020-2021;actual;389.2;23657123.95
1055;2021-2022;BVH01;127;2021-2022;2021-2022;actual;1343.0;93227253.53
1055;2021-2022;BVH02;127;2021-2022;2021-2022;actual;628.0;64331266.13
1055;2021-2022;BVH03;127;2021-2022;2021-2022;actual;459.0;19851079.64
1056;2018-2019;BUO11;133;2018-2019;2018-2019;actual;2.0;2247409.02
1056;2019-2020;BUO11;133;2019-2020;2019-2020;actual;2.0;1664073.91
1057;2018-2019;BUS06;133;2018-2019;2018-2019;actual;64.0;131267735.04
1057;2019-2020;BUS06;133;2019-2020;2019-2020;actual;50.0;108068782.88
1057;2020-2021;BUS06;133;2020-2021;2020-2021;actual;50.0;82357514.05
1058;2018-2019;BUO11;133;2018-2019;2018-2019;actual;2.0;2247409.02
1058;2019-2020;BUO11;133;2019-2020;2019-2020;actual;2.0;1664073.91
1058;2020-2021;ISS04;133;2020-2021;2020-2021;actual;1059.0;121382469.29
1059;2022-2023;BVH04;127;2022-2023;2022-2023;actual;287.0;33459034.66
1059;2018-2019;BVH04;127;2018-2019;2018-2019;actual;206.0;23695497.84
1059;2019-2020;BVH04;127;2019-2020;2019-2020;actual;209.0;23896105.58
1059;2020-2021;BVH04;127;2020-2021;2020-2021;actual;250.2;29435876.85
1059;2021-2022;BVH04;127;2021-2022;2021-2022;actual;303.0;34339839.31
1060;2022-2023;BVH04;127;2022-2023;2022-2023;actual;287.0;33459034.66
1060;2018-2019;BVH04;127;2018-2019;2018-2019;actual;206.0;23695497.84
1060;2019-2020;BVH04;127;2019-2020;2019-2020;actual;209.0;23896105.58
1060;2020-2021;BVH04;127;2020-2021;2020-2021;actual;250.2;29435876.85
1060;2021-2022;BVH04;127;2021-2022;2021-2022;actual;303.0;34339839.31
1062;2022-2023;BVH01;127;2022-2023;2022-2023;actual;1330.0;93731420.43
1062;2022-2023;BVH02;127;2022-2023;2022-2023;actual;591.0;59569736.24
1062;2022-2023;BVH03;127;2022-2023;2022-2023;actual;436.0;27614119.24
1062;2018-2019;BVH01;127;2018-2019;2018-2019;actual;1029.0;85905971.28
1062;2018-2019;BVH02;127;2018-2019;2018-2019;actual;522.0;53014270.84
1062;2018-2019;BVH03;127;2018-2019;2018-2019;actual;283.0;17960244.68
1062;2019-2020;BVH01;127;2019-2020;2019-2020;actual;1154.0;174257404.64
1062;2019-2020;BVH02;127;2019-2020;2019-2020;actual;565.0;59158147.68
1062;2019-2020;BVH03;127;2019-2020;2019-2020;actual;352.0;23345837.65
1062;2020-2021;BVH01;127;2020-2021;2020-2021;actual;1223.3;96684732.11
1062;2020-2021;BVH02;127;2020-2021;2020-2021;actual;566.2;57213228.58
1062;2020-2021;BVH03;127;2020-2021;2020-2021;actual;389.2;23657123.95
1062;2021-2022;BVH01;127;2021-2022;2021-2022;actual;1343.0;93227253.53
1062;2021-2022;BVH02;127;2021-2022;2021-2022;actual;628.0;64331266.13
1062;2021-2022;BVH03;127;2021-2022;2021-2022;actual;459.0;19851079.64
1064;2022-2023;BUQ08;133;2022-2023;2022-2023;actual;1481.0;424350281.87
1064;2018-2019;BUQ08;133;2018-2019;2018-2019;actual;1357.0;322745210.32
1064;2019-2020;BUQ08;133;2019-2020;2019-2020;actual;1372.0;373859833.29
1064;2020-2021;BUQ08;133;2020-2021;2020-2021;actual;1392.0;388357367.65
1064;2021-2022;BUQ08;133;2021-2022;2021-2022;actual;1500.0;418620911.17
1065;2022-2023;ISS01;133;2022-2023;2022-2023;actual;1134.0;147133981.42
1065;2022-2023;ISS02;133;2022-2023;2022-2023;actual;232.0;30788231.37
1065;2018-2019;BUP02;133;2018-2019;2018-2019;actual;13053.0;863116398.85
1065;2018-2019;ISS01;133;2018-2019;2018-2019;actual;786.0;114109236.89
1065;2018-2019;ISS02;133;2018-2019;2018-2019;actual;206.0;30556905.74
1065;2019-2020;BUP02;133;2019-2020;2019-2020;actual;4387.0;500824048.1
1065;2019-2020;ISS01;133;2019-2020;2019-2020;actual;851.0;136614768.39
1065;2019-2020;ISS02;133;2019-2020;2019-2020;actual;219.0;30867382.48
1065;2020-2021;ISS01;133;2020-2021;2020-2021;actual;1054.0;158738489.23
1065;2020-2021;ISS02;133;2020-2021;2020-2021;actual;220.0;35748282.77
1065;2021-2022;ISS01;133;2021-2022;2021-2022;actual;1065.0;148448381.43
1065;2021-2022;ISS02;133;2021-2022;2021-2022;actual;223.0;30500893.17
1066;2022-2023;ISS01;133;2022-2023;2022-2023;actual;1134.0;147133981.42
1066;2022-2023;ISS02;133;2022-2023;2022-2023;actual;232.0;30788231.37
1066;2018-2019;ISS01;133;2018-2019;2018-2019;actual;786.0;114109236.89
1066;2019-2020;ISS01;133;2019-2020;2019-2020;actual;851.0;136614768.39
1066;2020-2021;ISS01;133;2020-2021;2020-2021;actual;1054.0;158738489.23
1066;2020-2021;ISS02;133;2020-2021;2020-2021;actual;220.0;35748282.77
1066;2021-2022;ISS01;133;2021-2022;2021-2022;actual;1065.0;148448381.43
1066;2021-2022;ISS02;133;2021-2022;2021-2022;actual;223.0;30500893.17
